7.532562594	8.792453123	3
7.532657594	8.792656123	1
7.532700594	8.792647123	1
7.532268671	8.792621768	5
7.532661594	8.792518123	2
7.532639594	8.792531123	2
7.532640594	8.792541123	2
7.532298671	8.792631768	5
7.532292671	8.792639768	5
7.532703594	8.792642123	1
7.532694594	8.792648123	1
7.532694594	8.792648123	1
7.532277671	8.792643768	5
7.532277671	8.792643768	5
7.532660594	8.792526123	2
7.532668594	8.792662123	1
7.532589594	8.792427123	3
7.532679594	8.792660123	1
7.532675594	8.792660123	1
7.532696594	8.792647123	1
7.532268671	8.792633768	5
7.532268671	8.792633768	5
7.532582594	8.792451123	3
7.532680594	8.792651123	1
7.532697594	8.792643123	1
7.532327671	8.792638768	5
7.532303671	8.792646768	5
7.532656594	8.792503123	2
7.532665594	8.792655123	1
7.532674594	8.792657123	1
7.532660594	8.792662123	1
7.532313671	8.792629768	5
7.532294671	8.792643768	5
7.532278671	8.792642768	5
7.532700594	8.792639123	1
7.532632594	8.792506123	2
7.532694594	8.792638123	1
7.532693594	8.792643123	1
7.532534594	8.792435123	3
7.532664594	8.792530123	2
7.532711594	8.792647123	1
7.532341671	8.792613768	5
7.532341671	8.792613768	5
7.532708594	8.792641123	1
7.532654594	8.792654123	1
7.532654594	8.792654123	1
7.532656594	8.792654123	1
7.532641594	8.792508123	2
7.532288671	8.792636768	5
7.532679594	8.792661123	1
7.532669594	8.792650123	1
7.532273671	8.792613768	5
7.532687594	8.792636123	1
7.532705594	8.792651123	1
7.532649594	8.792657123	1
7.532692594	8.792648123	1
7.532565594	8.792428123	3
7.532565594	8.792428123	3
7.532320671	8.792640768	5
7.532708594	8.792647123	1
7.532705594	8.792649123	1
7.532276671	8.792626768	5
7.532686594	8.792651123	1
7.532684594	8.792649123	1
7.532621594	8.792457123	3
7.532445594	8.792595123	4
7.532653594	8.792661123	1
7.532592594	8.792451123	3
7.532586594	8.792447123	3
7.532586594	8.792447123	3
7.532684594	8.792642123	1
7.532272671	8.792623768	5
7.532275671	8.792645768	5
7.532273671	8.792644768	5
7.532677594	8.792656123	1
7.532665594	8.792655123	1
7.532665594	8.792655123	1
7.532698594	8.792649123	1
7.532578594	8.792455123	3
7.532671594	8.792656123	1
7.532671594	8.792656123	1
7.532669594	8.792652123	1
7.532654594	8.792659123	1
7.532654594	8.792659123	1
7.532654594	8.792659123	1
7.532649594	8.792652123	1
7.532278671	8.792642768	5
7.532713594	8.792635123	1
7.532714594	8.792636123	1
7.532270671	8.792635768	5
7.532658594	8.792654123	1
7.532659594	8.792507123	2
7.532608594	8.792466123	3
7.532646594	8.792535123	2
7.532646594	8.792535123	2
7.532280671	8.792640768	5
7.532648594	8.792656123	1
7.532694594	8.792648123	1
7.532694594	8.792648123	1
7.532694594	8.792648123	1
7.532665594	8.792655123	1
7.532674594	8.792657123	1
7.532660594	8.792661123	1
7.532313671	8.792629768	5
7.532313671	8.792629768	5
7.532313671	8.792629768	5
7.532294671	8.792643768	5
7.532268671	8.792637768	5
7.532675594	8.792646123	1
7.532268671	8.792625768	5
7.532589594	8.792456123	3
7.532268671	8.792621768	5
7.532303671	8.792611768	5
7.532303671	8.792611768	5
7.532672594	8.792651123	1
7.532686594	8.792637123	1
7.532324671	8.792634768	5
7.532327671	8.792638768	5
7.532633594	8.792506123	2
7.532659594	8.792657123	1
7.532659594	8.792659123	1
7.532664594	8.792658123	1
7.532644594	8.792503123	2
7.532287671	8.792621768	5
7.532287671	8.792621768	5
7.532668594	8.792662123	1
7.532589594	8.792427123	3
7.532679594	8.792660123	1
7.532679594	8.792660123	1
7.532667594	8.792663123	1
7.532696594	8.792647123	1
7.532696594	8.792647123	1
7.532696594	8.792647123	1
7.532268671	8.792633768	5
7.532268671	8.792633768	5
7.532653594	8.792522123	2
7.532534594	8.792435123	3
7.532534594	8.792435123	3
7.532623594	8.792444123	3
7.532664594	8.792530123	2
7.532674594	8.792658123	1
7.532660594	8.792662123	1
7.532679594	8.792661123	1
7.532679594	8.792661123	1
7.532711594	8.792647123	1
7.532668594	8.792654123	1
7.532656594	8.792654123	1
7.532645594	8.792509123	2
7.532634594	8.792503123	2
7.532574594	8.792441123	3
7.532687594	8.792636123	1
7.532665594	8.792661123	1
7.532283671	8.792611768	5
7.532675594	8.792655123	1
7.532673594	8.792512123	2
7.532556594	8.792419123	3
7.532556594	8.792419123	3
7.532556594	8.792419123	3
7.532565594	8.792428123	3
7.532711594	8.792649123	1
7.532649594	8.792657123	1
7.532706594	8.792643123	1
7.532700594	8.792646123	1
7.532592594	8.792451123	3
7.532658594	8.792663123	1
7.532280671	8.792640768	5
7.532669594	8.792653123	1
7.532696594	8.792651123	1
7.532648594	8.792660123	1
7.532696594	8.792647123	1
7.532333671	8.792609768	5
7.532684594	8.792649123	1
7.532673594	8.792653123	1
7.532673594	8.792653123	1
7.532679594	8.792660123	1
7.532696594	8.792636123	1
7.532696594	8.792636123	1
7.532410594	8.792591123	4
7.532410594	8.792591123	4
7.532300671	8.792608768	5
7.532300671	8.792608768	5
7.532658594	8.792659123	1
7.532659594	8.792659123	1
7.532287671	8.792634768	5
7.532287671	8.792634768	5
7.532287671	8.792634768	5
7.532287671	8.792634768	5
7.532674594	8.792519123	2
7.532680594	8.792652123	1
7.532685594	8.792650123	1
7.532682594	8.792640123	1
7.532674594	8.792648123	1
7.532705594	8.792635123	1
7.532429594	8.792577123	4
7.532712594	8.792637123	1
7.532685594	8.792646123	1
7.532675594	8.792662123	1
7.532692594	8.792642123	1
7.532670594	8.792651123	1
7.532659594	8.792661123	1
7.532667594	8.792663123	1
7.532284671	8.792635768	5
7.532430227	8.792555038	4
7.532449905	8.792572054	4
7.532446698	8.792552699	4
7.532417648	8.792543253	4
7.532331131	8.792623697	5
7.532413828	8.792569623	4
7.532533128	8.792421238	3
7.532551167	8.792443116	3
7.532574671	8.792406923	3
7.532517823	8.792432852	3
7.532535315	8.792451219	3
7.532272506	8.79263413	5
7.532267313	8.792619544	5
7.532281252	8.792645474	5
7.532284531	8.792609281	5
7.532267094	8.792463131	6
7.532339985	8.792445743	6
7.532327752	8.792405632	6
7.532520701	8.792683	7
7.532532002	8.792679809	7
7.532517472	8.792676618	7
7.532526351	8.792670237	7
7.532531194	8.792691775	7
7.532316123	8.792480823	6
7.532624887	8.792470695	3
7.532637085	8.792469986	3
7.532400891	8.792602842	4
7.53228449	8.792421653	6
7.532275278	8.792494629	6
